Geo Point;Geo Shape;Wärmeversorgung
47.420400889319744,9.372958364791812;"{""coordinates"": [[[9.373588328247578, 47.42030361387291], [9.372562209966219, 47.41984274344521], [9.372450896197757, 47.419957192859435], [9.372459666246437, 47.419957046095796], [9.372323556458097, 47.42007239615517], [9.372230470131305, 47.42004420119942], [9.37200614676782, 47.420302763200766], [9.37229902170579, 47.420443566778594], [9.372532853780658, 47.4204675530215], [9.372901581809343, 47.42068459351188], [9.373268974817492, 47.420864453243354], [9.373430547793625, 47.42091134779849], [9.373785211738408, 47.420992210794175], [9.373853339706304, 47.420981767172265], [9.37383881833941, 47.42083320245864], [9.373636665890665, 47.4206753820462], [9.373511154485255, 47.420615486331954], [9.373490195940347, 47.420541433304415], [9.373588328247578, 47.42030361387291]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.40372417559188,9.329280113638319;"{""coordinates"": [[[9.330124175526185, 47.40418714475995], [9.330322839118963, 47.40391092065991], [9.329940009483078, 47.40361389842044], [9.329449139503096, 47.40341974012229], [9.328848985426164, 47.40329308041308], [9.328257545407018, 47.40320165940279], [9.32798536076324, 47.403084798738995], [9.327867733013191, 47.40312716294956], [9.328208753043214, 47.40335961313545], [9.32829502661562, 47.40341840836757], [9.32833147268077, 47.403447654498564], [9.328517277229482, 47.40359675046647], [9.329252819965852, 47.40418119238628], [9.329482607799912, 47.40415215064837], [9.32970943817216, 47.404249543558336], [9.329830117052358, 47.404293055756625], [9.329970793281504, 47.40427053699307], [9.330124175526185, 47.40418714475995]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.406999689724735,9.338717367500168;"{""coordinates"": [[[9.339114787734333, 47.40639060783954], [9.338811067281299, 47.406335559083836], [9.338017772163754, 47.406850166216884], [9.337651356046845, 47.40695423671037], [9.337931320291649, 47.40719773898022], [9.338127966698087, 47.40745940748111], [9.338678970500617, 47.407736453886216], [9.339723203143404, 47.406818570728994], [9.339422888787315, 47.406607328117566], [9.339114787734333, 47.40639060783954]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.417759705028786,9.349343531989453;"{""coordinates"": [[[9.34959919894369, 47.41824834462177], [9.350202659839164, 47.41765214147643], [9.349453306886707, 47.41733169003828], [9.349244258616695, 47.41753845621199], [9.34887844594567, 47.41738525194478], [9.348692343972584, 47.417570333347285], [9.348412283455763, 47.417705784594055], [9.348761351583608, 47.417970440439376], [9.348839559138948, 47.41793132513722], [9.34959919894369, 47.41824834462177]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.4171262132269,9.355032914859839;"{""coordinates"": [[[9.355661787095057, 47.41716728375301], [9.356126856204614, 47.41681918191196], [9.35578777909145, 47.41668703096991], [9.355425404344055, 47.41646071803798], [9.35499884081997, 47.41666230422134], [9.354940622224575, 47.41660662582272], [9.354750880027128, 47.41685011309474], [9.354650073485221, 47.41681396207515], [9.354485064474837, 47.41698419160309], [9.354103908783495, 47.417341700814845], [9.354019408845296, 47.417426843756814], [9.354760428564799, 47.41783791208899], [9.355231061235392, 47.417474292341204], [9.355661787095057, 47.41716728375301]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42047812489826,9.355842815379823;"{""coordinates"": [[[9.356096132126426, 47.420991951463805], [9.356369046550276, 47.42074686630501], [9.356497200937705, 47.42077249463335], [9.356641495924519, 47.420608877100726], [9.35652413729973, 47.42054733446673], [9.355797643289934, 47.42016633720066], [9.355367822234852, 47.41994654996878], [9.355055356847771, 47.42022895968643], [9.355240883685953, 47.42033382638361], [9.355234139101793, 47.420398697206075], [9.355414678924605, 47.420491311733365], [9.35546829311542, 47.420465744206304], [9.35583448705492, 47.42066630793824], [9.355676778092745, 47.42082929224683], [9.355844477989233, 47.420943702449215], [9.356096132126426, 47.420991951463805]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.41463588678161,9.364411354789473;"{""coordinates"": [[[9.366003691566208, 47.41574886086436], [9.366229076613493, 47.41558085482313], [9.366885547134673, 47.415345628267225], [9.367054913608573, 47.41530239693839], [9.367065452007857, 47.41529620216832], [9.36710169844991, 47.41526678932539], [9.36590851308406, 47.414544421460924], [9.365877303988775, 47.414525526820626], [9.365940021578652, 47.414495798766914], [9.365408447548232, 47.414477394734426], [9.364924415750565, 47.41401862788506], [9.36459341973531, 47.41347799210376], [9.364477072093882, 47.413136449834994], [9.364534334232575, 47.41291527058674], [9.364210181237924, 47.41279329585773], [9.363679486997484, 47.41332729369841], [9.363510642818278, 47.4133383117644], [9.363196683525747, 47.414016388399986], [9.362714106468198, 47.41437726334751], [9.36205319295477, 47.4144867373812], [9.361734731606067, 47.41469928021304], [9.361666245078917, 47.41481998796105], [9.362574835169612, 47.41496938800254], [9.363595545510249, 47.41532060156789], [9.364001575150752, 47.41546974285678], [9.364281512472118, 47.415569720191144], [9.364515700731337, 47.41565335639079], [9.364523279544818, 47.4156334910083], [9.364525459686455, 47.41562780465636], [9.364757635232463, 47.41569645819641], [9.364758815168434, 47.415729070063605], [9.365102731938183, 47.415784974040754], [9.365242138752734, 47.41577415670838], [9.365444368557597, 47.41575844998335], [9.366003691566208, 47.41574886086436]]], ""type"": ""Polygon""}";Wärmeverbunde
47.40012099668742,9.2990058131613;"{""coordinates"": [[[9.299653376269609, 47.40033110702633], [9.300331718931563, 47.40025910716361], [9.30084592407974, 47.401009367365035], [9.30131765323367, 47.40092333768594], [9.301149903150858, 47.40052493324513], [9.302296704312399, 47.400261870966894], [9.300498559426211, 47.39935411139046], [9.30047471344708, 47.3992924724189], [9.300313964256691, 47.399240687091705], [9.300104370039106, 47.39915049000561], [9.300100348814247, 47.39919086905726], [9.299993257304905, 47.399156319995306], [9.299711896725691, 47.39907892033483], [9.299684616963203, 47.39907141574489], [9.299610952404159, 47.399051154368216], [9.299580637087109, 47.39904209724353], [9.298802648151772, 47.3988097286518], [9.298697273441393, 47.39885311621748], [9.29786748599064, 47.3993518108991], [9.297838434240957, 47.39934478423091], [9.297819570412349, 47.39938059782118], [9.297454000740325, 47.399600296524355], [9.297193031057015, 47.39975706161441], [9.296532695951631, 47.40015371415658], [9.296504273770882, 47.40015638446014], [9.296476351665115, 47.400160855050075], [9.29644916675433, 47.40016708612629], [9.296422955531554, 47.40017501990589], [9.296400337952758, 47.4001845512783], [9.296379038137552, 47.400195392965], [9.296359198623707, 47.40020745270756], [9.296300563734873, 47.4002442744621], [9.296166981553702, 47.40032815751585], [9.296012819708665, 47.40042493068566], [9.296427202828982, 47.400665955240676], [9.296605116958848, 47.40073459059906], [9.29738483710737, 47.400948467078344], [9.29932886396602, 47.40143495776518], [9.299653376269609, 47.40033110702633]]], ""type"": ""Polygon""}";Anergie Ausbaugebiet (2024 bis 2033)
47.415832837629885,9.341845885757031;"{""coordinates"": [[[9.342820531282678, 47.41623398453716], [9.343145984748235, 47.415728103103454], [9.342210758744985, 47.41535106543776], [9.34142189945487, 47.41504737203243], [9.340785676050906, 47.415778344848974], [9.340405176165145, 47.415971353871036], [9.340401944037797, 47.415998496343235], [9.34095486634796, 47.41626966229473], [9.340956874258886, 47.4162687295613], [9.341094967351705, 47.41618762633301], [9.34137251880993, 47.416230163427024], [9.341564892863076, 47.41623888924794], [9.341695905234138, 47.416291962815734], [9.341729616632545, 47.41632990479756], [9.342101594300196, 47.416410551728056], [9.342334888667743, 47.416477890941664], [9.34248591439957, 47.41652384134724], [9.342820531282678, 47.41623398453716]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.402377761267715,9.297634232480139;"{""coordinates"": [[[9.296331141483678, 47.40168640252866], [9.296002841603682, 47.40159238497485], [9.295777848697986, 47.40207441918859], [9.296596052492717, 47.40223093136857], [9.296504457516097, 47.40247240016736], [9.299116565729966, 47.40313055685091], [9.29944471962917, 47.402744054559484], [9.299044775578626, 47.40263840618793], [9.299079247135998, 47.40239163845324], [9.296879839825584, 47.401832239753944], [9.296331141483678, 47.40168640252866]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.421866855440186,9.38051592799072;"{""coordinates"": [[[9.380731934595435, 47.42272026461991], [9.381496102769724, 47.42243277256851], [9.382523340172995, 47.422429227154346], [9.382751136421021, 47.42207960042684], [9.382459813143674, 47.421992481034465], [9.382059324964978, 47.42187233394855], [9.38185767920985, 47.42208068256609], [9.3804674547809, 47.42146848576854], [9.379220297570043, 47.42073960104195], [9.378772338727662, 47.42143982720719], [9.379677520005105, 47.42202449257077], [9.380265925599721, 47.42246768096851], [9.380731934595435, 47.42272026461991]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.42071618099509,9.379306259541718;"{""coordinates"": [[[9.378772338727662, 47.42143982720719], [9.379220297570043, 47.42073960104195], [9.3804674547809, 47.42146848576854], [9.38185767920985, 47.42208068256609], [9.382059324964978, 47.42187233394855], [9.381718605829558, 47.42174948913009], [9.381773554812925, 47.421682348227954], [9.381435041094349, 47.42151018966045], [9.381044821930681, 47.421336712996265], [9.38094219600359, 47.42128886520217], [9.380946318438923, 47.42128413553544], [9.380949876579086, 47.42127919942824], [9.380952871736651, 47.42127409284609], [9.380955278399727, 47.42126884320838], [9.380974751742205, 47.42121398588021], [9.381003833886528, 47.42112819774749], [9.381045347164449, 47.420947148724565], [9.381124187152356, 47.420728261178716], [9.381146737665448, 47.42067709477844], [9.381172881566586, 47.42062704655771], [9.381204470398378, 47.420577635545776], [9.381248313271897, 47.42051893168583], [9.381259522326818, 47.42052459122079], [9.381264732688496, 47.420521705603754], [9.380718997284804, 47.42025254235219], [9.38055100202838, 47.42018125835411], [9.38046234121888, 47.42014369282187], [9.380120668658959, 47.42003027921322], [9.379779263166036, 47.41991687812188], [9.37948162827572, 47.41981797259809], [9.379537470186206, 47.41965605371081], [9.379540102737156, 47.419648272186606], [9.379542837990538, 47.41964039896863], [9.379519290319678, 47.41962716421869], [9.379381991169538, 47.419589838994725], [9.37936959763272, 47.419537136552954], [9.379370135447859, 47.41953370871025], [9.379356188088444, 47.41942966023809], [9.378776767053303, 47.41949152676075], [9.378604162467672, 47.41951077189007], [9.378231403762904, 47.41956626002468], [9.377932032259473, 47.41964513978817], [9.377593890300053, 47.41998723376187], [9.377440789553683, 47.42026469268192], [9.377280885957685, 47.42052174363556], [9.377978424364096, 47.42108442608475], [9.378038788319484, 47.4215798417898], [9.37812580149743, 47.42165621329321], [9.378612798177974, 47.42185370713366], [9.379525446703957, 47.422204203987235], [9.380265925599721, 47.42246768096851], [9.379677520005105, 47.42202449257077], [9.378772338727662, 47.42143982720719]]], ""type"": ""Polygon""}";Wärmeverbunde
47.4325463222356,9.384293967627125;"{""coordinates"": [[[9.384724136724142, 47.432842301224014], [9.384825116963798, 47.43259826194952], [9.385264216026185, 47.43264969807185], [9.385889648747703, 47.43272295080283], [9.385439809980797, 47.43216629994579], [9.385140355561127, 47.43181210813172], [9.38492746246396, 47.43164944942299], [9.384332377771807, 47.43130813254232], [9.383424719449945, 47.43194185153162], [9.383846122754727, 47.43232951488429], [9.383319331824719, 47.432772602825935], [9.383479019251102, 47.43312439159663], [9.383098145655515, 47.43347520752727], [9.383592405280718, 47.433873018140076], [9.384041270785614, 47.43365310293322], [9.384401581536341, 47.43351063699515], [9.384574252007623, 47.43323490988716], [9.384690768925768, 47.432922943945485], [9.384724136724142, 47.432842301224014]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42150009089655,9.372889401373103;"{""coordinates"": [[[9.374028222935435, 47.42114314783827], [9.373853339706304, 47.420981767172265], [9.373785211738408, 47.420992210794175], [9.373430547793625, 47.42091134779849], [9.373268974817492, 47.420864453243354], [9.372901581809343, 47.42068459351188], [9.372532853780658, 47.4204675530215], [9.37229902170579, 47.420443566778594], [9.372385182061471, 47.42067773443237], [9.372366676908575, 47.42092295623039], [9.372276948681323, 47.42121896938401], [9.372139077273543, 47.42144759186467], [9.372098782415222, 47.42146996643406], [9.37192313330802, 47.422167344315355], [9.372253612527933, 47.42221141473249], [9.37262525042118, 47.42228568157371], [9.372576483403366, 47.422401072480156], [9.372587866854259, 47.42244219547592], [9.37271558316007, 47.42251051234209], [9.372879389965286, 47.422538863827974], [9.372904269489235, 47.422643845410356], [9.373052673716261, 47.42232824424962], [9.372995036761191, 47.422270666564685], [9.373367993068065, 47.42191688407969], [9.373878879583485, 47.42160258086577], [9.374057252127853, 47.42144643127233], [9.373801713193698, 47.42130499781274], [9.373874665790549, 47.421189516154904], [9.374028222935435, 47.42114314783827]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.41826295438915,9.357736598533238;"{""coordinates"": [[[9.356906717813155, 47.4188019377465], [9.357497081964773, 47.418395691519244], [9.358177763286786, 47.41849134050445], [9.358536268153696, 47.41822115721989], [9.358290304485514, 47.417924237140454], [9.358192315057446, 47.417920754768936], [9.357786103871472, 47.41779272967272], [9.35763432360966, 47.41799880327889], [9.357315363478357, 47.418226150086056], [9.357299423099997, 47.41828809689699], [9.356963616912799, 47.418552726244776], [9.356858842167943, 47.418481996258016], [9.356664582547644, 47.41863941711224], [9.356906717813155, 47.4188019377465]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42116616194938,9.365257040771446;"{""coordinates"": [[[9.366044432977535, 47.420804222865534], [9.365669675853706, 47.420526424940896], [9.365415149500889, 47.420682112653054], [9.364570337028294, 47.42119888401703], [9.364483799296796, 47.42157402721761], [9.365316808210357, 47.421707716933945], [9.366044432977535, 47.420804222865534]]], ""type"": ""Polygon""}";Fernwärme Ausbau 2020 bis 2025
47.406658464818115,9.31235588863287;"{""coordinates"": [[[9.31536861380729, 47.40713800472386], [9.315455303218355, 47.40611175207543], [9.3145234218708, 47.406067328660974], [9.314355883362179, 47.40579596357817], [9.313071097923203, 47.405575514864836], [9.312461343673577, 47.40620510068937], [9.311682311259357, 47.40601516329075], [9.311039448633418, 47.40570384332603], [9.310647729668329, 47.40579691068833], [9.30986038894463, 47.406110803947946], [9.30900506572166, 47.406451783772845], [9.308950976094394, 47.406537597391235], [9.308925411392597, 47.4065760493476], [9.308884704051941, 47.40663727419587], [9.308778980550969, 47.40678602786382], [9.308771648152923, 47.40679572805175], [9.308764214530934, 47.406805564828275], [9.30887612744613, 47.407211070283154], [9.310458336160837, 47.40727480204936], [9.312065625050348, 47.407427478911806], [9.313495881478648, 47.4075383288296], [9.315403058282328, 47.40736024914559], [9.31536861380729, 47.40713800472386]]], ""type"": ""Polygon""}";Anergie Ausbaugebiet (2024 bis 2033)
